"","frtn","rf"
"1997-10-15",-0.01582227,0.0001952381
"1997-10-16",-0.01017008,0.0001956349
"1997-10-17",0.01425203,0.0001940476
"1997-10-20",0.01944471,0.0001944444
"1997-10-21",-0.006571308,0.0001968254
"1997-10-22",-0.01968428,0.0001984127
"1997-10-23",-0.009874918,0.0001972222
"1997-10-24",-0.03295576,0.0001988095
"1997-10-27",0.03402026,0.0001964286
"1997-10-28",-0.002710944,0.0002019841
"1997-10-29",-0.02208684,0.0002003968
"1997-10-30",0.02362752,0.0001992063
"1997-10-31",0.02104549,0.0002007937
"1997-11-03",0,0.000202381
"1997-11-04",0.003324468,0.000202381
"1997-11-05",-0.003810736,0.0002031746
"1997-11-06",-0.01080965,0.0002043651
"1997-11-07",-0.006052455,0.0002043651
"1997-11-10",0.0003388362,0.0002063492
"1997-11-11",-0.02062955,0.0002063492
"1997-11-12",0.01450276,0.0002043651
"1997-11-13",0.0136147,0.0002035714
"1997-11-14",0.01846931,0.0002031746
"1997-11-17",-0.006264949,0.0002047619
"1997-11-18",0.004977306,0.0002043651
"1997-11-19",0.01518652,0.0002035714
"1997-11-20",0.006828744,0.0002035714
"1997-11-21",-0.01808786,0.000202381
"1997-11-24",0.002631579,0.0002039683
"1997-11-25",0.002953281,0.0002039683
"1997-11-26",0.0009808304,0.0002019841
"1997-11-28",0.02581752,0.0002007937
"1997-12-01",-0.00605339,0.0002019841
"1997-12-02",0.002885128,0.000202381
"1997-12-03",-0.0009592838,0.000202381
"1997-12-04",0.01279591,0.000202381
"1997-12-05",-0.002842198,0.0002047619
"1997-12-08",-0.006018876,0.0002059524
"1997-12-09",-0.008603697,0.000202381
"1997-12-10",-0.01703683,0.0002007937
"1997-12-11",0.001962067,0.0002003968
"1997-12-12",0.01011802,0.0002003968
"1997-12-15",0.006138414,0.0002019841
"1997-12-16",-0.005138086,0.0002007937
"1997-12-17",-0.009683667,0.0002019841
"1997-12-18",-0.00747369,0.0002015873
"1997-12-19",0.006428483,0.0002079365
"1997-12-22",-0.01785396,0.0002103175
"1997-12-23",-0.003001468,0.0002119048
"1997-12-24",0.004014719,0.0002071429
"1997-12-26",0.01965957,0.0002055556
"1997-12-29",0.01568627,0.0002083333
"1997-12-30",-0.0006435006,0.0002079365
"1997-12-31",0.00515132,0.0002063492
"1998-01-02",0.002242665,0.0002051587
"1998-01-05",-0.01597954,0.0002015873
"1998-01-06",0.002598245,0.0002015873
"1998-01-07",-0.008746869,0.0002019841
"1998-01-08",-0.03310514,0.0001968254
"1998-01-09",0.0182803,0.0001952381
"1998-01-12",0.01396277,0.0001952381
"1998-01-13",0.004590164,0.0002011905
"1998-01-14",-0.008322715,2e-04
"1998-01-15",0.01431654,0.000197619
"1998-01-16",0.01622323,0.0001984127
"1998-01-20",-0.009578544,0.0001988095
"1998-01-21",-0.008865506,0.0001980159
"1998-01-22",-0.001463393,0.0001980159
"1998-01-23",-0.0006514658,2e-04
"1998-01-26",0.01010482,0.0001996032
"1998-01-27",0.009035168,0.0002027778
"1998-01-28",0.005436006,0.0002015873
"1998-01-29",0.0006361323,0.0002003968
"1998-01-30",0.01652893,2e-04
"1998-02-02",0.00750469,0.0002019841
"1998-02-03",-0.001241465,0.0002019841
"1998-02-04",-0.000621504,0.0001972222
"1998-02-05",0.01119403,0.0001980159
"1998-02-06",-0.003382042,2e-04
"1998-02-09",0.009564451,0.0001988095
"1998-02-10",-0.0009163814,0.0002015873
"1998-02-11",0.004282653,0.0002011905
"1998-02-12",-0.005787874,0.000202381
"1998-02-13",0.004901961,0.0002015873
"1998-02-17",0.009146341,2e-04
"1998-02-18",-0.005287251,0.0002003968
"1998-02-19",0.007441885,0.0002003968
"1998-02-20",0.00391872,0.0002011905
"1998-02-23",-0.007807808,0.000202381
"1998-02-24",0.01240969,0.0002055556
"1998-02-25",0.005679639,0.0002051587
"1998-02-26",0,0.0002055556
"1998-02-27",-0.00208038,0.0002055556
"1998-03-02",0.005659336,0.0002051587
"1998-03-03",-0.006516588,0.0002011905
"1998-03-04",-0.009242218,0.0001996032
"1998-03-05",0.02016201,0.0001996032
"1998-03-06",-0.003539823,0.0001988095
"1998-03-09",0.009473061,0.0001988095
"1998-03-10",0.004692082,0.0001968254
"1998-03-11",0.004086398,0.0001960317
"1998-03-12",-0.003778605,0.0001960317
"1998-03-13",0.01079614,0.0001968254
"1998-03-16",0.002886836,0.0001968254
"1998-03-17",0.003742545,0.0001988095
"1998-03-18",0.002580555,0.0001992063
"1998-03-19",0.008610481,0.0001996032
"1998-03-20",-0.002275313,2e-04
"1998-03-23",0.008551881,0.0001988095
"1998-03-24",-0.00367394,0.0001988095
"1998-03-25",-0.0005673757,0.0001992063
"1998-03-26",-0.004258187,0.0002007937
"1998-03-27",-0.0005701255,0.0002007937
"1998-03-30",0.003422704,0.0002015873
"1998-03-31",0.008100966,0.0001980159
"1998-04-01",0.01085645,0.0001972222
"1998-04-02",0.005020918,0.0001968254
"1998-04-03",-0.008049289,0.0001956349
"1998-04-06",-0.006715165,0.0001972222
"1998-04-07",-0.005633803,0.0001948413
"1998-04-08",0.007932011,0.0001948413
"1998-04-09",-0.002810568,0.0001956349
"1998-04-13",0.008455468,0.0002003968
"1998-04-14",0.002794857,0.0001984127
"1998-04-15",-0.01170569,0.0001964286
"1998-04-16",0.01325482,0.0001948413
"1998-04-17",-0.0002787641,0.0001948413
"1998-04-20",0.004733185,0.0001948413
"1998-04-21",0.002770849,0.0001960317
"1998-04-22",-0.009671618,0.0001960317
"1998-04-23",-0.01060268,0.0001964286
"1998-04-24",-0.01889408,0.0001956349
"1998-04-27",-0.001437654,0.0001960317
"1998-04-28",0.006908463,0.0001952381
"1998-04-29",0.0185825,0.0001956349
"1998-04-30",0.01122649,0.0001924603
"1998-05-01",-0.002498361,0.0001936508
"1998-05-04",-0.006955593,0.0001944444
"1998-05-05",-0.011768,0.0001972222
"1998-05-06",-0.007938755,0.0001980159
"1998-05-07",0.0162899,0.0001972222
"1998-05-08",-0.003374578,0.0001980159
"1998-05-11",0.01072235,0.0001980159
"1998-05-12",0.002513009,0.0001980159
"1998-05-13",-0.005012529,0.000197619
"1998-05-14",-0.005597535,0.0001996032
"1998-05-15",-0.00394033,0.0001996032
"1998-05-18",0.006781574,2e-04
"1998-05-19",0.009542516,0.0002011905
"1998-05-20",-0.006394659,0.0002007937
"1998-05-21",-0.00391718,0.000202381
"1998-05-22",-0.01601079,0.0002011905
"1998-05-26",0.001426891,0.0001984127
"1998-05-27",0.004561003,0.0001964286
"1998-05-28",-0.009931442,0.0001952381
"1998-05-29",0.004585839,0.0001940476
"1998-06-01",0.0008554633,0.0001928571
"1998-06-02",-0.01596351,0.0001972222
"1998-06-03",0.01853998,0.0001980159
"1998-06-04",0.01934016,0.000197619
"1998-06-05",-0.001116071,0.0001972222
"1998-06-08",0.003073073,0.000197619
"1998-06-09",-0.006405344,0.0001984127
"1998-06-10",-0.01877758,0.0001984127
"1998-06-11",0.009425417,0.0001968254
"1998-06-12",-0.02631534,0.000197619
"1998-06-15",0.01540203,0.0001972222
"1998-06-16",0.02089342,0.0001992063
"1998-06-17",-0.00448556,0.0002015873
"1998-06-18",-0.005010993,2e-04
"1998-06-19",0.004827257,0.0001992063
"1998-06-22",0.01186775,0.000197619
"1998-06-23",0.01340407,0.0001960317
"1998-06-24",-0.001653347,0.0001948413
"1998-06-25",0.004139772,0.0001928571
"1998-06-26",0.003573832,0.0001928571
"1998-06-29",-0.006847874,0.000193254
"1998-06-30",0.01158301,0.0001972222
"1998-07-01",0.001908833,0.0001964286
"1998-07-02",0.01006759,0.0001956349
"1998-07-06",-0.001885345,0.0001952381
"1998-07-07",0.007287014,0.0001972222
"1998-07-08",-0.006698392,0.0001964286
"1998-07-09",0.005395196,0.0001956349
"1998-07-10",0.0002678829,0.0001952381
"1998-07-13",0.01126609,0.0001960317
"1998-07-14",-0.001856339,0.0001992063
"1998-07-15",0.006909378,0.0001984127
"1998-07-16",0.001319187,0.0001992063
"1998-07-17",0,0.0001988095
"1998-07-20",-0.01739589,0.0001980159
"1998-07-21",0,0.0001956349
"1998-07-22",-0.01984979,0.0001956349
"1998-07-23",-0.0008205802,0.0001968254
"1998-07-24",0.007121333,0.0001960317
"1998-07-27",-0.01686156,0.0001960317
"1998-07-28",-0.003872751,0.0001952381
"1998-07-29",0.01499583,0.0001956349
"1998-07-30",-0.02134062,0.0001952381
"1998-07-31",-0.004193904,0.0001964286
"1998-08-03",-0.0331746,0.0001972222
"1998-08-04",0.0137271,0.0001964286
"1998-08-05",0.004321058,0.0001960317
"1998-08-06",0.00172117,0.0001936508
"1998-08-07",-0.005727377,0.000193254
"1998-08-10",-0.01497696,0.0001924603
"1998-08-11",0.01695906,0.0001936508
"1998-08-12",-0.01207591,0.0001944444
"1998-08-13",-0.01164144,0.0001952381
"1998-08-14",0.02120141,0.0001944444
"1998-08-17",0.01845444,0.0001952381
"1998-08-18",-0.002547678,0.0001964286
"1998-08-19",-0.00596128,0.0001956349
"1998-08-20",-0.007995431,0.0001948413
"1998-08-21",0.006332758,0.000193254
"1998-08-24",0.002288329,0.0001956349
"1998-08-25",-0.005707762,0.0001960317
"1998-08-26",-0.03323949,0.0001952381
"1998-08-27",-0.003614458,0.0001920635
"1998-08-28",-0.03334747,0.0001896825
"1998-08-31",0.03438108,0.0001888889
"1998-09-01",-0.007182511,0.0001892857
"1998-09-02",-0.007864607,0.0001892857
"1998-09-03",-0.0082435,0.0001869048
"1998-09-04",0.0344387,0.0001876984
"1998-09-08",-0.02427184,0.0001876984
"1998-09-09",-0.0199005,0.0001884921
"1998-09-10",0.03236041,0.0001845238
"1998-09-11",0.01720959,0.0001876984
"1998-09-14",0.006042296,0.0001884921
"1998-09-15",0.009009009,0.0001849206
"1998-09-16",-0.02857143,0.0001837302
"1998-09-17",0.004454895,0.0001813492
"1998-09-18",-0.0006121821,0.0001781746
"1998-09-21",0.008269031,0.0001821429
"1998-09-22",0.03452457,0.0001861111
"1998-09-23",-0.02453271,0.0001813492
"1998-09-24",-0.001197605,0.0001777778
"1998-09-25",0.008992806,0.000175
"1998-09-28",-0.002376708,0.0001734127
"1998-09-29",-0.03037522,0.0001714286
"1998-09-30",-0.02886978,0.0001686508
"1998-10-01",0.01929209,0.0001638889
"1998-10-02",-0.02016803,0.0001626984
"1998-10-05",-0.0009494617,0.0001595238
"1998-10-06",-0.01489749,0.0001607143
"1998-10-07",-0.005469241,0.0001607143
"1998-10-08",0.02005822,0.0001480159
"1998-10-09",0.01458927,0.0001511905
"1998-10-12",-0.003439073,0.0001511905
"1998-10-13",0.009410289,0.0001511905
"1998-10-14",0.0346417,0.0001555556
"1998-10-15",0.0002944262,0.0001595238
"1998-10-16",0.003537736,0.0001400794
"1998-10-19",0.005875441,0.0001464286
"1998-10-20",-0.003504673,0.0001551587
"1998-10-21",0.01494771,0.0001547619
"1998-10-22",-0.01270574,0.0001531746
"1998-10-23",0.007311608,0.0001535714
"1998-10-26",-0.005807201,0.0001583333
"1998-10-27",-0.001752336,0.0001611111
"1998-10-28",0.02428367,0.000165873
"1998-10-29",0.005426561,0.0001670635
"1998-10-30",0.01704545,0.0001670635
"1998-11-02",-0.00726257,0.0001706349
"1998-11-03",0.01069218,0.0001738095
"1998-11-04",0.01364187,0.0001765873
"1998-11-05",0.003020707,0.0001757937
"1998-11-06",-0.007119387,0.0001805556
"1998-11-09",-0.00275786,0.0001789683
"1998-11-10",-0.006637168,0.0001761905
"1998-11-11",-0.001113586,0.0001761905
"1998-11-12",0.009755184,0.0001742063
"1998-11-13",0.007451943,0.000172619
"1998-11-16",0,0.000175
"1998-11-17",0.006027397,0.0001706349
"1998-11-18",0.008714597,0.0001714286
"1998-11-19",0.007559395,0.0001714286
"1998-11-20",0.02357985,0.000172619
"1998-11-23",-0.006282723,0.000177381
"1998-11-24",0,0.0001781746
"1998-11-25",0.007376185,0.0001765873
"1998-11-27",-0.02824268,0.0001757937
"1998-11-30",0.01291712,0.0001753968
"1998-12-01",-0.002921998,0.0001738095
"1998-12-02",-0.01652011,0.0001734127
"1998-12-03",0.0262797,0.0001718254
"1998-12-04",0.004751848,0.0001730159
"1998-12-07",-0.004466211,0.0001738095
"1998-12-08",0.00184703,0.0001710317
"1998-12-09",-0.01462086,0.0001710317
"1998-12-10",0.002005294,0.0001730159
"1998-12-11",-0.02881537,0.0001742063
"1998-12-14",0.02582418,0.0001742063
"1998-12-15",-0.001338618,0.0001738095
"1998-12-16",0.01595537,0.0001722222
"1998-12-17",0.004249203,0.0001722222
"1998-12-18",0.01397722,0.0001738095
"1998-12-21",0.004420908,0.0001757937
"1998-12-22",0.020974,0.000175
"1998-12-23",-0.004311842,0.0001769841
"1998-12-24",-0.002547122,0.0001765873
"1998-12-28",0.01583248,0.0001765873
"1998-12-29",-0.008044243,0.0001777778
"1998-12-30",0,0.0001757937
"1998-12-31",-0.002280385,0.000172619
"1999-01-04",0.01142961,0.0001734127
"1999-01-05",0.02410849,0.0001734127
"1999-01-06",-0.004904365,0.0001734127
"1999-01-07",0.007392804,0.0001710317
"1999-01-08",-0.009539726,0.0001730159
"1999-01-11",-0.01802953,0.0001742063
"1999-01-12",-0.007042253,0.0001730159
"1999-01-13",-0.0174768,0.0001722222
"1999-01-14",0.02603722,0.0001710317
"1999-01-15",0.006532663,0.0001714286
"1999-01-19",0.007988018,0.0001698413
"1999-01-20",-0.02649787,0.0001702381
"1999-01-21",-0.0022899,0.0001670635
"1999-01-22",0.01019888,0.0001686508
"1999-01-25",0.01817264,0.0001702381
"1999-01-26",-0.01165057,0.000172619
"1999-01-27",0.01680421,0.0001730159
"1999-01-28",0.007647163,0.0001734127
"1999-01-29",-0.005875151,0.0001730159
"1999-02-01",-0.006156511,0.000175
"1999-02-02",0.01015897,0.000175
"1999-02-03",-0.01496237,0.0001730159
"1999-02-04",-0.01145418,0.0001730159
"1999-02-05",0.002015113,0.0001742063
"1999-02-08",-0.02237265,0.0001746032
"1999-02-09",0.006427974,0.000175
"1999-02-10",0.02299438,0.0001734127
"1999-02-11",-0.01198801,0.0001742063
"1999-02-12",-0.006066734,0.0001753968
"1999-02-16",-0.001017294,0.0001746032
"1999-02-17",0.007892464,0.000175
"1999-02-18",0.004293608,0.000175
"1999-02-19",0.02665996,0.0001765873
"1999-02-22",-0.0004899559,0.0001781746
"1999-02-23",-0.01764706,0.0001801587
"1999-02-24",-0.009481038,0.0001801587
"1999-02-25",-0.004030227,0.0001785714
"1999-02-26",0.002782398,0.0001805556
"1999-03-01",-0.008827638,0.000181746
"1999-03-02",0.005343919,0.0001801587
"1999-03-03",0.01265502,0.0001777778
"1999-03-04",0.02011976,0.0001777778
"1999-03-05",0.006492514,0.0001781746
"1999-03-08",-0.002434275,0.0001785714
"1999-03-09",0.008784773,0.000177381
"1999-03-10",0.01112724,0.000177381
"1999-03-11",-0.009569378,0.0001777778
"1999-03-12",0.01425159,0.000177381
"1999-03-15",-0.00381043,0.0001769841
"1999-03-16",-0.00430313,0.0001757937
"1999-03-17",0.01608604,0.0001746032
"1999-03-18",-0.01699765,0.0001734127
"1999-03-19",0.001927711,0.0001738095
"1999-03-22",-0.02886003,0.0001742063
"1999-03-23",0.005696285,0.0001738095
"1999-03-24",0.02043791,0.0001738095
"1999-03-25",-0.007239382,0.0001742063
"1999-03-26",0.0201754,0.0001742063
"1999-03-29",-0.005241837,0.0001742063
"1999-03-30",-0.01604828,0.0001734127
"1999-03-31",0.007546641,0.0001730159
"1999-04-01",0.02367721,0.0001706349
"1999-04-05",-0.00236016,0.0001702381
"1999-04-06",0.008043527,0.0001702381
"1999-04-07",0.01267308,0.0001698413
"1999-04-08",0.0002313788,0.0001694444
"1999-04-09",0.01065802,0.0001690476
"1999-04-12",-0.006419074,0.0001674603
"1999-04-13",-0.01684319,0.0001654762
"1999-04-14",-0.003754986,0.0001650794
"1999-04-15",-0.008480562,0.0001662698
"1999-04-16",-0.01805654,0.0001674603
"1999-04-19",0.01524277,0.0001670635
"1999-04-20",0.02859867,0.0001686508
"1999-04-21",0.009499907,0.000168254
"1999-04-22",-0.002525039,0.0001694444
"1999-04-23",0.005752784,0.0001710317
"1999-04-26",0.004804025,0.000172619
"1999-04-27",-0.0136612,0.0001734127
"1999-04-28",-0.007617359,0.0001738095
"1999-04-29",-0.008141797,0.0001738095
"1999-04-30",0.01829268,0.0001757937
"1999-05-03",-0.01427913,0.0001769841
"1999-05-04",0.007943925,0.0001781746
"1999-05-05",-0.006142606,0.0001777778
"1999-05-06",0.007579987,0.0001777778
"1999-05-07",-0.004977037,0.000177381
"1999-05-10",0.01012,0.000177381
"1999-05-11",0.007830493,0.0001777778
"1999-05-12",0.00434223,0.000177381
"1999-05-13",-0.02593856,0.0001765873
"1999-05-14",0.003036299,0.0001785714
"1999-05-17",-0.001863065,0.0001805556
"1999-05-18",0.007233224,0.0001797619
"1999-05-19",-0.006022699,0.0001785714
"1999-05-20",-0.0055931,0.0001777778
"1999-05-21",-0.01663969,0.0001769841
"1999-05-24",-0.01620591,0.0001785714
"1999-05-25",0.01114341,0.0001789683
"1999-05-26",-0.0143747,0.0001793651
"1999-05-27",0.01276111,0.0001793651
"1999-05-28",-0.003479948,0.0001789683
"1999-06-01",0.0009633912,0.0001801587
"1999-06-02",0.005534552,0.0001825397
"1999-06-03",0.02010049,0.0001793651
"1999-06-04",0.002579966,0.0001757937
"1999-06-07",-0.00982686,0.0001742063
"1999-06-08",-0.0009451796,0.0001777778
"1999-06-09",-0.009223841,0.000177381
"1999-06-10",-0.008355595,0.0001797619
"1999-06-11",0.0009629273,0.0001821429
"1999-06-14",0.006734007,0.0001813492
"1999-06-15",0.01911132,0.0001821429
"1999-06-16",0.009376465,0.0001805556
"1999-06-17",0.001155358,0.0001789683
"1999-06-18",0.002326664,0.0001793651
"1999-06-21",-0.006963788,0.0001805556
"1999-06-22",-0.004908462,0.0001829365
"1999-06-23",-0.007517028,0.0001821429
"1999-06-24",-0.002485774,0.0001821429
"1999-06-25",0.01221991,0.0001849206
"1999-06-28",0.009376465,0.0001853175
"1999-06-29",0.01811426,0.0001865079
"1999-06-30",0.007527737,0.0001853175
"1999-07-01",0.009961509,0.0001813492
"1999-07-02",-0.0002245236,0.0001801587
"1999-07-06",0.001345292,0.0001793651
"1999-07-07",0.0007838782,0.0001797619
"1999-07-08",0.005928895,0.0001801587
"1999-07-09",-0.004448399,0.0001809524
"1999-07-12",-0.00357462,0.0001809524
"1999-07-13",0.00560574,0.000181746
"1999-07-14",0.006354334,0.000181746
"1999-07-15",0.005427982,0.0001813492
"1999-07-16",-0.006610842,0.0001801587
"1999-07-19",-0.0205189,0.0001793651
"1999-07-20",-0.001132737,0.0001781746
"1999-07-21",-0.01315044,0.000177381
"1999-07-22",-0.001952717,0.0001777778
"1999-07-23",-0.007366483,0.0001793651
"1999-07-26",0.008348794,0.0001813492
"1999-07-27",0.003219871,0.000181746
"1999-07-28",-0.01398404,0.0001813492
"1999-07-29",-0.01232308,0.000181746
"1999-07-30",0.002354049,0.0001833333
"1999-08-02",-0.004697041,0.0001845238
"1999-08-03",-0.0136857,0.0001861111
"1999-08-04",0.009090909,0.0001849206
"1999-08-05",-0.01090564,0.000181746
"1999-08-06",-0.002156855,0.0001849206
"1999-08-09",-0.01104972,0.0001880952
"1999-08-10",0.01214476,0.000190873
"1999-08-11",-0.0006005276,0.0001892857
"1999-08-12",0.02317263,0.0001849206
"1999-08-13",0.00445867,0.0001825397
"1999-08-16",0.006542056,0.0001837302
"1999-08-17",-0.007195543,0.0001857143
"1999-08-18",-0.008183677,0.0001837302
"1999-08-19",0.01013711,0.0001837302
"1999-08-20",0.01913652,0.0001861111
"1999-08-23",0.003663841,0.0001892857
"1999-08-24",0.01026657,0.0001924603
"1999-08-25",-0.01196893,0.0001900794
"1999-08-26",-0.01211465,0.0001896825
"1999-08-27",-0.01850995,0.0001920635
"1999-08-30",-0.003771806,0.0001924603
"1999-08-31",0.01230478,0.0001924603
"1999-09-01",-0.01180439,0.0001912698
"1999-09-02",0.02921367,0.0001896825
"1999-09-03",-0.003677314,0.0001892857
"1999-09-07",-0.004844658,0.0001861111
"1999-09-08",-0.0004636069,0.0001861111
"1999-09-09",0.008348794,0.0001857143
"1999-09-10",-0.006784913,0.0001833333
"1999-09-13",-0.00659933,0.0001837302
"1999-09-14",-0.01585082,0.0001861111
"1999-09-15",0.003907911,0.0001833333
"1999-09-16",0.01263542,0.0001809524
"1999-09-17",-0.001401869,0.0001805556
"1999-09-20",-0.02105756,0.0001801587
"1999-09-21",-0.00113499,0.0001845238
"1999-09-22",-0.02087723,0.0001857143
"1999-09-23",-0.0009775171,0.0001853175
"1999-09-24",0.006605088,0.0001853175
"1999-09-27",-0.001944106,0.0001853175
"1999-09-28",-0.01193123,0.0001853175
"1999-09-29",0.01527846,0.0001857143
"1999-09-30",-0.002184078,0.0001869048
"1999-10-01",0.01775684,0.0001869048
"1999-10-04",-0.000956023,0.0001865079
"1999-10-05",0.015311,0.0001876984
"1999-10-06",-0.005655042,0.0001853175
"1999-10-07",0.01516588,0.0001865079
"1999-10-08",-0.001633614,0.0001853175
"1999-10-11",-0.01543137,0.0001853175
"1999-10-12",-0.02588496,0.0001873016
"1999-10-13",-0.0002433934,0.0001920635
"1999-10-14",-0.02560389,0.000193254
"1999-10-15",0.007257658,0.0001940476
"1999-10-18",0.00968904,0.0001956349
"1999-10-19",0.00984252,0.0001980159
"1999-10-20",0.005847953,0.0001980159
"1999-10-21",0.00847907,0.000197619
"1999-10-22",-0.005044821,0.0001952381
"1999-10-25",-0.01255432,0.0001944444
"1999-10-26",0.01809291,0.0001980159
"1999-10-27",0.03410183,0.0001980159
"1999-10-28",0.01811426,0.0001964286
"1999-10-29",-0.0104927,0.0001968254
"1999-11-01",-0.007145781,0.000197619
"1999-11-02",0.006732851,0.000197619
"1999-11-03",0.00761107,0.0001972222
"1999-11-04",0.009841699,0.0001960317
"1999-11-05",0.0009066183,0.000197619
"1999-11-08",-0.009397826,2e-04
"1999-11-09",0.007429971,2e-04
"1999-11-10",0.005672428,0.0002003968
"1999-11-11",0.009025271,0.0002003968
"1999-11-12",0.002347764,0.0002015873
"1999-11-15",0.008366047,0.0002027778
"1999-11-16",0.002654867,0.0002039683
"1999-11-17",0.0070609,0.0002019841
"1999-11-18",-0.0009037686,0.0002015873
"1999-11-19",-0.0001915842,0.0002015873
"1999-11-22",-0.008773851,0.0002011905
"1999-11-23",0.005310908,0.0002035714
"1999-11-24",-0.003742372,0.0002035714
"1999-11-26",-0.00353513,0.0002035714
"1999-11-29",-0.01175131,0.0002051587
"1999-11-30",0.008077179,0.0002043651
"1999-12-01",0.00600899,0.000202381
"1999-12-02",0.01836319,0.0002019841
"1999-12-03",-0.007386484,0.0002019841
"1999-12-06",-0.008098399,0.0002019841
"1999-12-07",-0.006398588,0.0002011905
"1999-12-08",0.00488563,0.0002007937
"1999-12-09",0.003314562,0.000202381
"1999-12-10",0.001762115,0.0002031746
"1999-12-13",-0.009674582,0.000206746
"1999-12-14",0.005328597,0.000206746
"1999-12-15",0.004416961,0.0002055556
"1999-12-16",0.006422057,0.0002071429
"1999-12-17",-0.007226982,0.0002095238
"1999-12-20",0.01522135,0.0002134921
"1999-12-21",0.002607562,0.0002150794
"1999-12-22",0.01592995,0.0002134921
"1999-12-23",-0.001386496,0.0002103175
"1999-12-27",-0.0006412303,0.0002095238
"1999-12-28",0.004275331,0.0002087302
"1999-12-29",-0.001170881,0.0002019841
"1999-12-30",0.001598466,0.0001988095
"1999-12-31",-0.009787234,0.0002051587
"2000-01-03",-0.03399939,0.000209127
"2000-01-04",0.001788909,0.000209127
"2000-01-05",-0.01607143,0.000209127
"2000-01-06",0.03510567,0.0002079365
"2000-01-07",0.003430532,0.0002071429
"2000-01-10",-0.01196581,0.0002075397
"2000-01-11",-0.009948097,0.000209127
"2000-01-12",0.01354303,0.0002095238
"2000-01-13",0.01357793,0.0002071429
"2000-01-14",-0.007867656,0.0002083333
"2000-01-18",0.008144021,0.0002075397
"2000-01-19",-0.01530612,0.0002123016
"2000-01-20",-0.002158895,0.0002103175
"2000-01-21",-0.02834236,0.0002103175
"2000-01-24",0.01135569,0.0002115079
"2000-01-25",-0.007926024,0.0002142857
"2000-01-26",-0.003994674,0.0002146825
"2000-01-27",-0.0311943,0.0002146825
"2000-01-28",0.02713891,0.0002170635
"2000-01-31",0.009852217,0.0002194444
"2000-02-01",0.000886918,0.0002202381
"2000-02-02",0.01506424,0.000218254
"2000-02-03",-0.004146312,0.0002154762
"2000-02-04",-0.001534429,0.0002178571
"2000-02-07",0.01360843,0.0002170635
"2000-02-08",-0.02100442,0.0002190476
"2000-02-09",0.001990355,0.0002178571
"2000-02-10",-0.02030905,0.000218254
"2000-02-11",0.005858495,0.0002174603
"2000-02-14",0.01142509,0.0002166667
"2000-02-15",-0.01483977,0.0002214286
"2000-02-16",-0.005170504,0.0002202381
"2000-02-17",-0.02146928,0.0002210317
"2000-02-18",-0.002540046,0.0002210317
"2000-02-22",0.01180791,0.0002222222
"2000-02-23",-0.0201373,0.0002238095
"2000-02-24",-0.003619991,0.0002238095
"2000-02-25",0.02097757,0.0002230159
"2000-02-28",0.009641873,0.0002246032
"2000-02-29",0.007276035,0.0002238095
"2000-03-01",0.000677562,0.0002222222
"2000-03-02",0.01872284,0.0002218254
"2000-03-03",-0.009743135,0.0002234127
"2000-03-06",-0.0193424,0.0002242063
"2000-03-07",-0.001254315,0.0002242063
"2000-03-08",0.02922374,0.000225
"2000-03-09",-0.005323869,0.0002246032
"2000-03-10",-0.01092739,0.0002253968
"2000-03-13",-0.01420554,0.0002265873
"2000-03-14",0.02333028,0.0002265873
"2000-03-15",0.0352635,0.0002257937
"2000-03-16",0.006608765,0.0002261905
"2000-03-17",-0.005104211,0.0002261905
"2000-03-20",0.02052159,0.000227381
"2000-03-21",0.006074906,0.0002277778
"2000-03-22",0.01707266,0.0002277778
"2000-03-23",0.005936211,0.000227381
"2000-03-24",-0.01058201,0.0002269841
"2000-03-27",-0.005758947,0.0002253968
"2000-03-28",0.001034671,0.0002265873
"2000-03-29",-0.01673932,0.0002269841
"2000-03-30",0.01134931,0.0002265873
"2000-03-31",0.005818786,0.0002269841
"2000-04-03",-0.03425507,0.0002257937
"2000-04-04",0.02358491,0.000225
"2000-04-05",0.008693088,0.0002261905
"2000-04-06",0.006333547,0.0002265873
"2000-04-07",-0.003920429,0.0002265873
"2000-04-10",-0.002900351,0.0002257937
"2000-04-11",-0.02742571,0.000225
"2000-04-12",-0.01388626,0.000225
"2000-04-13",-0.03434367,0.0002238095
"2000-04-14",0.03492647,0.0002238095
"2000-04-17",0.02642131,0.0002238095
"2000-04-18",-0.009301662,0.0002238095
"2000-04-19",0.004803493,0.0002238095
"2000-04-20",-0.01086484,0.0002230159
"2000-04-24",0.03544339,0.0002222222
"2000-04-25",-0.0112847,0.0002234127
"2000-04-26",-0.003306837,0.0002218254
"2000-04-27",-0.006206849,0.0002214286
"2000-04-28",0.01356846,0.0002242063
"2000-05-01",-0.0199745,0.000225
"2000-05-02",-0.02341717,0.0002277778
"2000-05-03",0.007548846,0.0002277778
"2000-05-04",0.01212023,0.0002269841
"2000-05-05",-0.00751195,0.0002297619
"2000-05-08",-0.008006846,0.0002337302
"2000-05-09",-0.02255639,0.0002365079
"2000-05-10",0.02285104,0.0002353175
"2000-05-11",0.01083795,0.0002345238
"2000-05-12",0.017287,0.0002365079
"2000-05-15",0.009679154,0.0002353175
"2000-05-16",-0.01043852,0.0002384921
"2000-05-17",-0.0122716,0.0002345238
"2000-05-18",-0.01569311,0.000227381
"2000-05-19",-0.007528787,0.0002261905
"2000-05-22",-0.01472557,0.0002261905
